chapter_title,chapter_summary,book_title,chapters,full_text
The Canterbury Tales: Novel Summary,"General Prologue
Several pilgrims of various social and ethical standing are on their way to Canterbury to visit the cathedral there.  They stay a night in an Inn, and the next day, the Innkeeper offers to join the group on the trip, and judge stories that they will tell to pass the time.  The person with the best story wins a free dinner paid by the other pilgrims.  The knight tells the first story. 
",The Canterbury Tales,The Canterbury Tales: Novel Summary,"11    The Canterbury Tales and Other PoemsbyGeoffrey...
Name: full_text, dtype: object"
"Crime and Punishment: Summary: Part1, Chapter 1-Part1, Chapter 2","Part1, Chapter 1: We first meet Raskolnikov as he is on his way to visit the old pawnbroker. The Petersburg surroundings are described as hot, stuffy and crowded, adding to the overall sense of stagnation, sickness and claustrophobia. Raskolnikov himself is suffering from acute depression and loathes the company of other people. He is wearing rags and is brooding obsessively on some unnamed subject (his intended crime) as he plods onward to her apartment. The encounter with the old woman is fraught with anxiety and loathing and it becomes evident that he is casing the place.
	Part1, Chapter 2: Raskolnikov proceeds to a dingy bar, where he meets Semion Marmeladov, who strikes up a conversation with him. Amid periodic scoffs and laughter from fellow patrons, Marmeladov recounts his troubled life, including his dismissal from his job and all the ensuing humiliations and abuse his family has experienced as a result of his alcoholism and their poverty. He describes in particular his proud wife Katherine, who works from dusk till dawn to care for her children and his daughter Sonia, who has taken up prostitution to assist the family. Raskolnikov accompanies him home where he sees the painful and poverty-stricken circumstances his family lives in. Katherine attacks the humiliated Marmeladov, who had recently stolen the last money the family had. Raskolnikov secretly leaves them some of his money from the pawnbroker.
",Crime and Punishment,"Crime and Punishment: Summary: Part1, Chapter 1-Part1, Chapter 2","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part1, Chapter 3-Part1, Chapter 4","
	 
Part1, Chapter 3: The next day, Raskolnikov awakes to learn that his landlady, Praskovia Pavlovna, intends to report him to the police for non-payment of rent. He also receives a letter from his mother. The letter describes how Dunia, who was working as a tutor for the Svidrigailov's, was harassed by Mr. Svidrigailov, who was intent on seducing her. Although she rejected his advances, his wife, Martha Petrovna, misinterpreted a conversation she overheard and blamed Dunia. She then spread vicious rumors about Dunia all over town only to realize later that Dunia was innocent. Martha Petrovna then apologizes profusely and visits each home in the area to correct the damage to Dunia's reputation.
	Afterwards, the letter recounts how Dunia received a marriage proposal from Peter Petrovich Luzhin, who had mentioned his interest in marrying a girl from a poor background.
	Part1, Chapter 4: Raskolnikov, upset by his mother's letter, had left his room and is now walking the streets, ruminating. He is convinced that, by marrying Luzhin, his sister is sacrificing herself for her family. The thought fills him with anguish and hopelessness. While still meditating on the situation, he catches sight of a teenage girl who is staggering in the street, probably drunk. Watching her closely is a predatory man, who seems to be following her. Raskolnikov is greatly upset by the predicament and asks a policeman for help. He offers him the last of his money to call a cab for the girl and see her home safely. Suddenly, a change overtakes him and he calls to the policeman to Let it go. Why bother? Despite these words, he still feels depressed and can't help comparing the poor girl's situation to Dunia's. He decides to go to the home of his friend Razumikhin.
",Crime and Punishment,"Part1, Chapter 3-Part1, Chapter 4","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part1, Chapter 5-Part1, Chapter 6","
	 
Part1, Chapter 5: Raskolnikov opts not to go to Razumikhin's after all and instead goes to a bar, where he has some vodka and then goes to a park and falls asleep. He dreams that he is a child in his hometown, walking with his father through the streets. He observes a peasant trying to force his old mare to pull a heavy wagon full of people. The horse is struggling beneath the peasant's whip and cannot pull the weight at all. The peasant becomes angry and he beats the animal to death while Raskolnikov watches. The boy becomes so distraught that he tears away from his father and runs to the dead horse, throwing his arms around it and weeping. Raskolnikov wakes shaken and disturbed, asking himself whether he will really murder the old pawnbroker woman with an ax. At this moment, while walking through the Hay Market, Raskolnikov overhears a conversation relaying that Lizaveta, the pawnbroker's step-sister, will be out visiting a peddler and his wife at seven o'clock. The text relates that in later remembrance, the coincidence seemed to Raskolnikov like the hand of fate. In other words, the act that he was formerly torn over committing has been decided by a force outside him. This is interesting, because it clashes with Raskolnikov's concept of the extraordinary man who steps over obstacles and takes fate into his own hands. In other words, Raskolnikov is not the extraordinary man he purports to make allowances for.
	Part1, Chapter 6: The story discusses how Raskolnikov had first visited the pawnbroker. The previous winter, a fellow student had suggested he visit her and although he had not gone then, he had recalled her address six weeks ago. On his first visit he had pawned a ring given to him by his sister. He had felt an insurmountable disgust for the old woman upon seeing her for the first time and on the way home from her house a strange thought began taking shape in his mind. He stopped into a restaurant and happened to overhear a conversation between a young officer and a student which voiced his thoughts. They were arguing, in a philosophical sense, about whether it would be morally wrong to murder the old woman, since she was such a vile and despicable person. They went on to describe how Lizaveta was abused by the pawnbroker. Raskolnikov was shocked to hear his own ideas being discussed. Again, his superstition suggested that this was some kind of sign.
	After recalling this conversation, Raskolnikov lies down for a while and then makes preparations for the murder. He attaches a sling to the inside of his coat, wraps up a phony pledge that the pawnbroker will have to fumble with to untie and goes to the kitchen to get an ax. Unexpectedly, the ax is not in its usual spot and he must take one from the janitor's room. He arrives at the pawnbroker's apartment at seven-thirty. He rings three times and is highly anxious by the time she finally unlatches the door.
",Crime and Punishment,"Part1, Chapter 5-Part1, Chapter 6","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part1, Chapter 7-Part2, Chapter 1","
	 
Part1, Chapter 7: The old woman cautiously opens the door to him, but seems suspicious. As planned, he gives her the pledge to untie and she turns her back to him. Just at the moment when it seems she is about to turn back around to face him, he withdraws the ax and strikes her with the blunt side three times, killing her. He then removes her key ring from her pockets and takes a purse that, along with two crosses, hangs on a string around her neck. He leaves the crosses on her chest and goes to search under her bed for a strongbox. While he is looking through the chest, he finds some jewelry and begins to pocket these pieces as well but suddenly there is the sound of someone walking in the room where the body is. He waits for a moment and then suddenly springs up and rushes into the adjoining room where he sees Lizaveta staring in horror. He immediately murders her with a single blow from the sharp edge of his ax.
	He goes to clean the ax in the kitchen and then is preparing to leave when he hears the sound of people climbing the stairs. Sensing that they are headed for the apartment, Raskolnikov latches the door and crouches behind it, waiting. Two men who have appointments approach the door and ring. At first they are annoyed that the occupants have forgotten their appointments, but then they realize that the door is latched from the inside and that something must be wrong. One leaves to get the janitor and the other waits at the door for a while before getting fed up and leaving also. Now that the coast is clear, Raskolnikov slips out the door and hides in a vacant apartment that is being painted. The men approach with the janitor and head for the apartment. Just as they enter the apartment, which is now unlatched, Raskolnikov hurries out of the building and back to his flat, replacing the ax in the janitor's room and falling onto his couch.
	Part2, Chapter 1: He lies in a troubled semi-slumber for a long time before realizing he should hide his plunder and lock his door. After falling asleep again, he is awakened by Nastasia the maid and the janitor, who gives him a summons. Extremely anxious, weak and unstable, he dresses and walks to the police station. On the way into the building the thought occurs to him to fall on my knees and...tell all. A strong smell of paint is in the air when he arrives in the station, and he finds it nauseating. He is informed that the reason for his summons is that his landlady is suing for unpaid rent. Feeling a sudden rush of relief and joy, he goes into a long explanation of his prior engagement to the landlady's daughter, who died. He is given an I.O.U. to sign and the clerk mentions that he seems ill. The thought again occurs to him to confess. At this moment, he overhears the officers discussing the murder and he collapses in a faint. When he comes to, he worries that they are suspicious of him and runs home to prepare for a search of his premises.
",Crime and Punishment,"Part1, Chapter 7-Part2, Chapter 1","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part2, Chapter 2-Part2, Chapter 3","
	 
Part2, Chapter 2: He hides the stolen items beneath a rock in a vacant lot. When he realizes that he has successfully hidden them, another wave of joy passes through him, but it is soon replaced with hopelessness and disgust for everything around him. He finds himself at his friend Razumikhin's apartment and enters in a state of near-delirium. He realizes, after a feeble attempt to converse, that there is no one in the whole wide world he could effectively meet at this moment face to face. He rejects Razumikhin's efforts to provide him with some lessons for pay and leaves.
	Raskolnikov then wanders through the streets and at one point is given some money by someone mistaking him for a poor beggar (his clothes are rags). He then returns home and dreams that one of the policeman is beating the landlady.
	Part2, Chapter 3: After days spent in fevered delirium and illness, Raskolnikov awakes to discover Nastasia and a tradesman, whom he does not know, at his bedside. Razumikhin, who has been caring for him, enters the room. The tradesman presents him with thirty-five rubles which his mother has sent. Razumikhin takes some of the money and goes to buy new clothes for Raskolnikov. In the meantime, Razumikhin has also succeeded in currying the landlady's favor, a feat which he declares required little effort. The chapter ends with the entrance of Zosimov.
",Crime and Punishment,"Part2, Chapter 2-Part2, Chapter 3","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part 2, Chapter 4-Part 2, Chapter 6","
	 
Part 2, Chapter 4: Zosimov is a doctor and friend of Razumikhin. When he and Razumikhin begin discussing the murders, Raskolnikov turns away from them as he lies on his couch and faces the wall, studying the wallpaper. Razumikhin and Zosimov heatedly argue over whether the painters could be suspects in the crime. Razumikhin strongly believes they could not have committed it, since they were behaving so jovially immediately following the murder. Suddenly a strange man enters the room.
	Part 2, Chapter 5: The man turns out to be Peter Petrovich Luzhin, Dunia's fianc�. He is stiff and awkward in his greeting and is met with hostility from Raskolnikov, who suspects (rightly) that he is out to stroke his vanity by marrying a poor woman. He is well-dressed and fresh-scrubbed, in contrast to the squalor of the students' appearance and Raskolnikov's living conditions. Luzhin makes an embarrassing attempt to flatter the youth of today, but is met with disagreement and contempt by the young men (Luzhin is 45). Raskolnikov asks Luzhin if it is true that you told your bride...how glad you were that she was a beggar...because it's more profitable saving a wife from beggary--you can lord it over her and remind her she's in your debt! Luzhin is incensed that his words have been twisted and realizes that Raskolnikov was told about this by his mother. Raskolnikov tells Luzhin to go to hell and demands that he leave. He then tells his friends to go as well, wanting to be alone.
",Crime and Punishment,"Part 2, Chapter 4-Part 2, Chapter 6","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part 2, Chapter 6-Part 2, Chapter 7","
	 
Part 2, Chapter 6: As soon as he is left alone, he dresses in his new clothes and goes out. He ends up in a tavern, where he asks the waiter for tea and the last five days' worth of newspapers. He spots an officer, named Zamiotov, who was at the police station when he fainted. Zamiotov sits down next to him and strikes up conversation. Raskolnikov cannot resist taunting him, hinting that he may know something of the murder, that he may even be the murderer. Zamiotov grows increasingly uncomfortable and finally Raskolnikov asks And what if it was I who murdered the old woman and Lizaveta? Zamiotov turns white and asks if it is possible. At this, Raskolnikov responds, You believed me, didn't you? He leaves Zamiotov who is now deep in thought.
	On the way out of the tavern, he runs into Razumikhin, who has come looking for him. Razumikhin tries to persuade Raskolnikov to come to a party that is going on at his house (he is extremely worried about Raskolnikov). Raskolnikov protests, telling him to stop bothering him and leave him alone, that he does not want Razumikhin's favors. Raskolnikov then proceeds straight to a bridge, where he sees a woman throw herself into the water. He understands that he had been contemplating the same act. After witnessing her rescue, he wanders off and finds himself at the pawnbroker's apartment. It is empty and being repainted and he asks the painters about the blood stains from the murder. He also rings the doorbell. His questions cause a stir and when they ask him what he wants, he suggests they come with him to the police station and they'll find out. No one follows him and when he reaches the crossroads, there is a crowd standing around. At this point, he makes a definite decision to go to the police.
	Part 2, Chapter 7: The crowd is gathered around a man who has been run over by a carriage and is gravely injured. He recognizes the stranger as Marmeladov and pays to have him carried home. When the crowd enters with the dying man, Katherine Ivanovna is frail and sick from consumption and the children are in rags. Katherine is stricken with grief and Raskolnikov goes to comfort her, telling her he'll pay Marmeladov's expenses. He then finds a towel and begins wiping the blood from the dying man's face. One of the children, Polia, is sent to bring Sonia, who lives elsewhere since she became a prostitute. A doctor and priest are sent for. When Sonia arrives, her father sees her and cries out for her to forgive him. He dies in her arms. Raskolnikov gives Katherine his last twenty rubles and promises to come back later. On his way out, the girl Polia runs up to thank him. He asks her to remember him in her prayers.
	At this point he tells himself that my life didn't go out with the old woman's and decides not to turn himself in. He goes to Razumikhin's party after all, but elects not to stay. Razumikhin, who is drunk, walks him home and on the way confides that Zosimov believes him to be mad, or nearly so. He also reveals that Zamiotov had told him about their conversation in the tavern and says that he is glad Raskolnikov had taught him a lesson that day, meaning that Raskolnikov had shamed him for suspecting him. When they arrive at the apartment, Raskolnikov's mother and sister are waiting for him, worried about his illness.
",Crime and Punishment,"Part 2, Chapter 6-Part 2, Chapter 7","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part 3, Chapter 1-Part 3, Chapter 2","Part 3, Chapter 1: Pulcheria, his mother, wants to stay with Raskolnikov, but he insists she leave and tells Razumikhin to see her and his sister back to their lodging. Raskolnikov tells Dunia he is opposed to her marriage and that he views it as a sacrifice, exclaiming It's me or Luzhin! Razumikhin is instantly smitten with Dunia and takes it upon himself to assist the family in any way he can.
	Part 3, Chapter 2: The next morning, Razumikhin brings Pulcheria and Dunia news that Raskolnikov is improving. He then relates all he has observed about his friend over the last two years, both his bad qualities and good. He describes Raskolnikov as morose, gloomy, haughty, even cold and unfeeling at times, yet also kind and magnanimous.
	Pulcheria then shows Razumikhin a letter she and Dunia had received from Peter Petrovich Luzhin that morning, asking them to meet with him that evening and expressly forbidding them to bring Raskolnikov. The letter goes on to threaten that if they do bring Raskolnikov to the meeting, Petrovich will withdraw himself and they will have only [them]selves to blame. He also mentions that he had seen Raskolnikov the day before giving away money to a young lady of notorious conduct...under the pretext of funeral expenses. Afterward, they go to Raskolnikov's.
",Crime and Punishment,"Part 3, Chapter 1-Part 3, Chapter 2","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part 3, Chapter 3-Part 3, Chapter 4","
	 
Part 3, Chapter 3: Raskolnikov reveals that he gave away the money his mother had sent him, describing the details of Marmeladov's accident and his family's poverty. Raskolnikov's mother mentions that Martha Petrovna, Svidrigailov's wife, has died. There is a rumor that Svidrigailov had beat her and shortly after she had a stroke while bathing. Raskolnikov then reasserts his opposition to Dunia's marrying Luzhin and insists that she must choose between them. He states, Let me be vile. You must not. One's enough. Dunia denies that she is marrying him out of sacrifice, but he does not believe her. They show him the letter from Luzhin and he scoffs at it, and points out that Luzhin is trying to slander him by twisting what actually happened at Marmeladov's. In the end, Dunia informs everyone that she has decided Raskolnikov should accompany them to the meeting after all.
	Part 3, Chapter 4: At that moment, the door opens and Sonia enters, timid, embarrassed and shabbily dressed. Raskolnikov regards her with kindness and pity. He seats her by his sister, despite her low social standing. Sonia is extremely shy and explains that she had come from Katherine Ivanovna to invite him to Marmeladov's funeral and to the dinner afterwards. Katherine had prepared a lavish feast in memory of her husband as well as a testament to the fact that she herself came from better lineage. Pulcheria and Dunia excuse themselves and leave Raskolnikov alone with Sonia. He stares at her for several moments and recalls her father's account of her sacrifice.
	Raskolnikov then tells Razumikhin that he would like him to try and recover Dunia's ring and his father's watch, which he had pawned at the old woman's and which are now in police custody. He explains that he is worried his mother or sister might ask about them. He suggests that it might be better to go straight to Porfiry Petrovich, a relative of Razumikhin's and Razumikhin agrees heartily, saying that Porfiry will be very glad to meet him.
	On her way home, Sonia finds a new universe...taking possession of her soul--feelings are growing for Raskolnikov. It is revealed that Svidrigailov had overheard her say Raskolnikov's name as they parted and has been following her since, only to realize that they are neighbors, at which point he greets her. She feels strangely ashamed and more timid in his presence.
	Razumikhin and Raskolnikov proceed to Porfiry's home. On the way, Razumikhin describes Porfiry as a very smart, skeptical man who likes to fool people. Raskolnikov wonders whether Porfiry knows about his visiting the pawnbroker's apartment and asking about the blood. He decides he will have to find out by the expression on Porfiry's face. He then begins to tease Razumikhin about his obvious infatuation for Dunia and Razumikhin becomes annoyed. Raskolnikov continues to taunt him so that they both enter the flat laughing uproariously.
",Crime and Punishment,"Part 3, Chapter 3-Part 3, Chapter 4","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part 3, Chapter 5-Part 3, Chapter 6","
	 
Part 3, Chapter 5: Raskolnikov enters still laughing and unable to restrain himself for several moments, meaning to affect a tone of spontaneous gaiety and confuse any suspicions Porfiry may have. He is surprised to see that Zamiotov, the officer he had met in the tavern the day before, is there. Raskolnikov then explains that he would like to retrieve the pawned items. Porfiry tells him that he must make a formal statement to the police about the matter. Raskolnikov, who is watching Porfiry closely, begins to suspect that he knows. Porfiry then mentions that he has been waiting for him and that the items were found at the pawnbroker's with his name on them, along with the date they were obtained. He goes on to mention an article of Raskolnikov's which has been published recently. Raskolnikov is surprised to hear that it has been published.
	In the article, Raskolnikov discusses his theory of crime and the extraordinary man. He argues that there are some individuals who are above the law. These extraordinary people are extremely rare, and include men like Napoleon, who step over all obstacles in order to achieve a greater goal. In the end, history agrees with them because their works are not subject to common morality and bring about great changes. These men do not suffer the pangs of conscience others are afflicted with. Their will is supreme. Although it is this theory which has allowed him to murder, Raskolnikov falls short of his definition of the extraordinary man. There rages within him a battle between the cold, calculating killer and the humane being capable of love. Thus at one moment, he is able to murder two people and at another abandon himself utterly to compassion, giving the last of his money to a dead man's family. The extraordinary man is entirely driven by his ideology, while Raskolnikov is aware in some ways of his connectedness to other living beings.
	Porfiry asks Raskolnikov to expound more on his theory and asks whether Raskolnikov considered himself one of the extraordinary men when he wrote the article. Raskolnikov answers that it might very well have been. Porfiry then asks whether it wasn't some future Napoleon who finished off the pawnbroker and her sister. Raskolnikov does not reply. Porfiry then tells him to come by with the statement and at that time they will talk. Raskolnikov, feeling annoyed, answers harshly, Do you want to question me officially, with all the formalities? Porfiry denies this, although Raskolnikov does not believe him. Porfiry then casually asks whether Raskolnikov recalls seeing painters at work in the empty apartment when he had brought his pledges. (Of course, the painters were working the day of the murder, not the day he brought his pledges). Raskolnikov, understanding the trap, says that he doesn't recall seeing them but that someone was moving out. Raskolnikov and Razumikhin leave.
	Part 3, Chapter 6: After leaving Porfiry's, Razumikhin and Raskolnikov discuss the conversation. Razumikhin is insulted by the implication that Porfiry and Zamiotov may suspect Raskolnikov of the crime, and admits that he had noticed the idea hatching quite a while ago. When they reach the lodging where Raskolnikov's mother and sister are staying, Raskolnikov excuses himself, saying he has business to attend to. He goes back to his house and searches the hole in the wall where he had originally stored the stolen items. Nothing is there, however, and he leaves. As he reaches the gate, he hears the janitor say, There he is to a man he has never seen before, who is dressed as an artisan. He goes over to the stranger and asks, What is it? The man stares at him closely for a moment then turns slowly away and leaves through the gate. Raskolnikov follows him and the two walk side by side, not saying anything for a moment until Raskolnikov speaks up and asks him why he had been looking for him. The man calls him a murderer and leaves him standing in the street.
	Raskolnikov goes back to his room and lies on the couch, drained and feeling ill again. After a while he hears Razumikhin check in on him and leave. He is distraught, wondering who the strange man could have been and whether he actually saw anything. At this point, he feels contemptuous of his own weakness and thinks that the extraordinary men are made of bronze, not flesh and blood! He laughs at his pitiful attempt to be extraordinary, thinking Would Napoleon sneak up to an old bag like that along her bed? He decides he is a louse, yet continues to burn with hatred for the old woman. He then ponders gentle creatures like Poor Lizaveta and Sonia, and falls asleep with Sonia in his thoughts.
	He dreams that he goes into the old woman's house and strikes her with the ax again, but she does not die, as if she were made of wood. Every time he strikes, the old woman laughs. When Raskolnikov wakes, Svidrigailov is waiting in his room.
",Crime and Punishment,"Part 3, Chapter 5-Part 3, Chapter 6","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part 4, Chapter 1-Part 4, Chapter 2","
	 
Part 4, Chapter 1: Luzhin is sobered by yesterday's events with Dunia. He and his roommate, Lebeziatnikov, who is a simple-minded and extremely idealistic socialist, have grown to dislike one another. They discuss current political and social topics, while Luzhin counts his money on a table. Sonia is mentioned and Luzhin suddenly brightens and says he would like to meet her. When she is brought in, he asks her questions about her family's financial situation and discusses the possibility of holding some sort of lottery in Katherine's benefit. As she leaves, Luzhin gives Sonia a ten-ruble note. Afterwards, Lebeziatnikov warmly tells him that he SAW everything.
	Part 4, Chapter 2: Out of pride of the poor, Katherine has prepared a lavish funeral feast and invited everyone. The landlady, with whom she does not get along, has helped in the preparations. However, many of the tenants do not show up and the ones who do tend to be of lower social status, a fact which vexes Katherine. When Raskolnikov arrives, Katherine immediately seats him by her side, overjoyed. Throughout the dinner, she makes critical and teasing remarks about the landlady, who overhears. Finally, the two women begin screaming at one another. The fight is cut short when Luzhin enters.
",Crime and Punishment,"Part 4, Chapter 1-Part 4, Chapter 2","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part 4, Chapter 3-Part 4, Chapter 4","
	 
Part 4, Chapter 3: Katherine, who is increasingly emotionally unstable, asks Luzhin to come to her aid, citing her father's hospitality to him. He waves her away contemptuously, openly denying that he knew her father. He goes immediately to Sonia and accuses her of stealing a one hundred-ruble note from his room during their meeting. Katherine rushes to her defense, vehemently denying that Sonia would do such a thing. Sonia is frightened and horrified. She responds that she didn't take anything and gives him back the ten-ruble note he had given her. Sonia looks around her in despair and sees the crowd eyeing her with hostility. Raskolnikov is gazing steadily at her. In anger at Luzhin's accusations, Katherine searches Sonia's pockets. In her right pocket she finds a crumpled one hundred-ruble bill. Katherine still does not believe Sonia is guilty. She gives a pathetic plea to the crowd to come to her aid.
	Suddenly, a voice in the doorway says, How lowdown that is! It is Lebeziatnikov, who testifies that he had seen Luzhin slip the bill into Sonia's pocket and had thought at the time it was because he was doing a good deed. Raskolnikov immediately speaks up and spells out a motive, relaying the details of Luzhin's engagement to Dunia and how he had tried to put Raskolnikov in a bad light by slandering Sonia. Luzhin leaves and on his way out, someone in the crowd throws a glass at him but misses and hits the landlady. At this, she evicts Katherine and her family. Raskolnikov goes to follow Sonia, who had fled.
	Part 4, Chapter 4: Sonia exclaims, What would have happened to me if you hadn't been there! Raskolnikov responds by telling her the incident was based on her social position. He then asks if it were for her to decide, who she would choose to remain alive, Katherine or Luzhin. She rebukes him for asking her something that shouldn't be asked. She keeps asking him what is wrong, sensing something horrible. He understands that she loves him, however, and struggles to reveal the truth. He reminds her that he had promised to tell her who had killed Lizaveta and asks her if she can guess. He turns to face her and says, Take a good look. After understanding, Sonia collapses with grief, but then goes to him and holds both his hands. Why, why did you take this upon yourself! she says and throws her arms around his neck. When he tells her she is strange for embracing him after he what he has told her, she says, ...there is nobody...anywhere in the world now unhappier than you! She says she will go with him to Siberia. He responds saying that maybe he does not want to go to Siberia and in that voice she hears the tones of the murderer.
	Raskolnikov offers various explanations for his crime, but settles on I killed for myself, myself alone. Sonia instructs him to rise and go to the crossroads, to bow down and kiss the earth which he has defiled, then bow down to the four points of the compass and say aloud, I have killed. She says, You must accept suffering and redeem yourself by it. Raskolnikov still resists the idea of repentance and confession.  Since Sonia had turned to him with all her heart he was more miserable. She offers him a cross made of Cypress and says she'll wear one of brass that was given to her by Lizaveta. At that moment, there is a knock at the door. It is Lebeziatnikov.
",Crime and Punishment,"Part 4, Chapter 3-Part 4, Chapter 4","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part 4, Chapter 5-Part 6, Chapter 1","
	 
Part 4, Chapter 5: Lebeziatnikov tells them that Katherine has gone out of her mind. After being evicted, she ran off to find Marmeladov's former boss, who was at a business dinner. They threw her out and she was threatening to take the children out onto the streets to perform for money. They rush out of the house, Sonia leading.
	Outside, Lebeziatnikov confides to Raskolnikov that the tuberculosis has caused Katherine's mental breakdown. When they pass Raskolnikov's house, he goes inside and looks out the window, thinking. Dunia enters. She tells him she has heard about the false suspicions he has endured and that if he ever needs her, she'll come. She turns to leave, but he stops her and tells her that Razumikhin is a good man and capable of loving deeply. When she leaves, he reflects that if he had embraced her, afterwards she might remember it and shudder.
	Suddenly, Lebeziatnikov appears and informs Raskolnikov that Katherine has indeed taken to the streets with her children. She is completely mad and alternates between instructing the children on song and dance and beating them. When they find her, Sonia is begging her to come home and weeping. Katherine refuses to leave, saying, Let all Petersburg see how the children of a decent father beg for alms. Finally, two of the small children break away and run and Katherine follows. She stumbles and falls, and blood comes spurting from her lungs. A policeman helps carry her to Sonia's place, where she dies, half-delirious, crying, They've finished off the old nag! She's...overstrained! In the midst of the chaos, Svidrigailov had turned up. He approaches Raskolnikov and tells him he will pay for the funeral and put the children in the best orphanage he can find. He further plans to set aside a thousand and a half rubles for each child for when they come of age and will pull [Sonia] out of the mud too...You can tell your sister that's how I used her ten thousand. When Raskolnikov asks why he is doing this, Svidrigailov responds by repeating some bits of the conversation he had had with Sonia, thus revealing that he been behind the partition the whole time and had heard everything.
	Part 6, Chapter 1: A strange time began for Raskolnikov, during which he brooded and grew anxious. In later recollection, it seemed like his consciousness kept flashing on and off. He worries especially over Svidrigailov, whom he does not trust. He does not attend Katherine's funeral.
	Razumikhin comes to see him and tells him that Dunia had received a letter today that upset her very much. He also says that they caught the murderer, referring to the painter. When Razumikhin leaves, he is thinking about how his previous notion about Raskolnikov had been nasty and vulgar and that Nikolay's confession would bring everything to light.  Thus, Razumikhin had consciously entertained suspicions that Raskolnikov was the murderer.
	Raskolnikov now wonders whether Razumikhin suspects him. He decides to go out but bumps into Porfiry when he opens the door.
",Crime and Punishment,"Part 4, Chapter 5-Part 6, Chapter 1","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
"Crime and Punishment: Novel Summary: Part 6, Chapter 2-Part 6, Chapter 3","
	 
Part 6, Chapter 2: Raskolnikov tenses up, recalling their last encounter. Porfiry announces that he has come to offer Raskolnikov an explanation. He explains that he knows that the artisan came to see him after their meeting and that he had been firmly convinced that Raskolnikov had committed the crime, although he had not until recently had any solid facts. Instead, he relied on what he knew of Raskolnikov's character. At first, Raskolnikov wonders whether Porfiry believes he is innocent. Porfiry reveals that the painter Nikolay belongs to a religious faction that embraces suffering, which explains his confession. He then gives a perfect account of the killer's bookish dreams...and a heart troubled by theories. Here we have a determination to make a first step. He then recounts how the killer had forgotten to close the door behind him, yet had killed two people and that he had not been up for stealing money and stashed what he did take beneath a stone. He describes, in graphic detail, the way the killer had hidden behind the door, crouching, while the doorbell was ringing. How the experience hadn't been enough for him and he had returned to the site later to ring the doorbell and experience that chill running down his spine. When Raskolnikov feebly asks who the killer is, Porfiry responds calmly, Why, Rodion Romanych, YOU killed.
	He explains that he does not Raskolnikov to see him as a monster and that he is sincerely well disposed to him. He then proposes openly that Raskolnikov give up and confess. He mentions that he has one little clue, sent by the Lord, which he will not reveal to Raskolnikov. He says that he will not arrest him for several days, to give Raskolnikov the chance to make a confession on his own. He then tells him that suffering is a good thing. In addition, he is certain that Raskolnikov will not run away. Raskolnikov waits for Porfiry to reach the street and then he leaves.
	Part 6, Chapter 3: He sets out for Svidrigailov's, certain that he has designs on Dunia and also strangely attracted to the man. He finds him in a tavern on the way and goes in to sit with him. Svidrigailov does not act surprised to see Raskolnikov and there is something taunting in his tone. Raskolnikov openly tells him that if he is planning on making use of something he has learned lately to carry out anything regarding Dunia, Raskolnikov will kill him before he can have him locked up. He gets up to leave and Svidrigailov tries to urge him to stay. Svidrigailov tells him he has been a swindler in the past and asks if he finds anything bad in the way he talks about women. Raskolnikov tells him depravity is a dangerous disease. Svidrigailov then begins to argue and rationalize and Raskolnikov gets up in disgust and starts to leave.
",Crime and Punishment,"Part 6, Chapter 2-Part 6, Chapter 3","29    Crime and PunishmentbyFyodor Dostoevsky\n\n\n\...
Name: full_text, dtype: object"
